2545,22,Hotel BW,Campo Grande (MS),2,60.39,120.78,10/01/2020,,external
2550,22,Hotel AF,Sao Paulo (SP),2,139.1,278.2,11/05/2020,,external
2556,22,Hotel AF,Sao Paulo (SP),4,139.1,556.4,12/17/2020,3,internal
2558,22,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,12/31/2020,3,external
2559,22,Hotel Z,Aracaju (SE),1,208.04,208.04,01/07/2021,1,external
2564,22,Hotel A,Florianopolis (SC),2,313.02,626.04,02/11/2021,,internal
2566,22,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,02/25/2021,3,internal
2569,22,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,03/18/2021,,internal
2572,22,Hotel AF,Sao Paulo (SP),1,139.1,139.1,04/08/2021,4,external
2577,22,Hotel Z,Aracaju (SE),1,208.04,208.04,05/13/2021,3,external
2578,22,Hotel BP,Brasilia (DF),3,247.62,742.86,05/20/2021,3,external
2581,22,Hotel BP,Brasilia (DF),3,247.62,742.86,06/10/2021,2,external
2582,22,Hotel AU,Recife (PE),4,312.83,1251.32,06/17/2021,2,external
2584,22,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,07/01/2021,2,internal
2588,22,Hotel BP,Brasilia (DF),4,247.62,990.48,07/29/2021,2,external
2589,22,Hotel AF,Sao Paulo (SP),1,139.1,139.1,08/05/2021,4,internal
2591,22,Hotel AF,Sao Paulo (SP),3,139.1,417.3,08/19/2021,4,internal
2592,22,Hotel K,Salvador (BH),1,263.41,263.41,08/26/2021,2,external
2596,22,Hotel AF,Sao Paulo (SP),1,139.1,139.1,09/23/2021,1,external
2600,22,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,10/21/2021,4,external
2602,22,Hotel A,Florianopolis (SC),4,313.02,1252.08,11/04/2021,3,external
2603,22,Hotel BP,Brasilia (DF),2,247.62,495.24,11/11/2021,1,external
2605,22,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,11/25/2021,2,internal
2608,22,Hotel A,Florianopolis (SC),2,313.02,626.04,12/16/2021,,internal
2610,22,Hotel BD,Natal (RN),3,242.88,728.64,12/30/2021,4,external
2613,22,Hotel BD,Natal (RN),1,242.88,242.88,01/20/2022,,external
2618,22,Hotel BP,Brasilia (DF),3,247.62,742.86,02/24/2022,4,external
2629,22,Hotel A,Florianopolis (SC),4,313.02,1252.08,05/12/2022,2,external
2631,22,Hotel AU,Recife (PE),4,312.83,1251.32,05/26/2022,,external
2632,23,Hotel AF,Sao Paulo (SP),2,139.1,278.2,09/26/2019,2,external
2634,23,Hotel BW,Campo Grande (MS),2,60.39,120.78,10/10/2019,1,external
2635,23,Hotel A,Florianopolis (SC),3,313.02,939.06,10/17/2019,2,internal
2643,23,Hotel K,Salvador (BH),2,263.41,526.82,12/12/2019,4,external
2645,23,Hotel BW,Campo Grande (MS),4,60.39,241.56,12/26/2019,3,internal
2650,23,Hotel A,Florianopolis (SC),3,313.02,939.06,01/30/2020,1,internal
2652,23,Hotel A,Florianopolis (SC),1,313.02,313.02,02/13/2020,,internal
2653,23,Hotel AU,Recife (PE),2,312.83,625.66,02/20/2020,3,external
2654,23,Hotel Z,Aracaju (SE),3,208.04,624.12,02/27/2020,,internal
2658,23,Hotel Z,Aracaju (SE),3,208.04,624.12,03/26/2020,2,external
2660,23,Hotel AU,Recife (PE),4,312.83,1251.32,04/09/2020,3,internal
2663,23,Hotel BW,Campo Grande (MS),1,60.39,60.39,04/30/2020,3,external
2668,23,Hotel Z,Aracaju (SE),4,208.04,832.16,06/04/2020,,external
2671,23,Hotel BD,Natal (RN),3,242.88,728.64,06/25/2020,3,internal
2672,23,Hotel A,Florianopolis (SC),2,313.02,626.04,07/02/2020,3,internal
2676,23,Hotel A,Florianopolis (SC),2,313.02,626.04,07/30/2020,3,internal
2677,23,Hotel A,Florianopolis (SC),2,313.02,626.04,08/06/2020,2,internal
2680,23,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,08/27/2020,3,external
2688,23,Hotel K,Salvador (BH),1,263.41,263.41,10/22/2020,2,external
2691,23,Hotel BW,Campo Grande (MS),2,60.39,120.78,11/12/2020,4,external
2694,23,Hotel AF,Sao Paulo (SP),1,139.1,139.1,12/03/2020,3,internal
2700,23,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,01/14/2021,4,internal
2704,23,Hotel BW,Campo Grande (MS),3,60.39,181.17,02/11/2021,3,external
2708,23,Hotel K,Salvador (BH),3,263.41,790.23,03/11/2021,3,external
2711,23,Hotel Z,Aracaju (SE),4,208.04,832.16,04/01/2021,2,external
2718,23,Hotel BD,Natal (RN),4,242.88,971.52,05/20/2021,,external
2719,23,Hotel A,Florianopolis (SC),1,313.02,313.02,05/27/2021,3,internal
2720,23,Hotel K,Salvador (BH),2,263.41,526.82,06/03/2021,2,external
2732,23,Hotel K,Salvador (BH),4,263.41,1053.64,08/26/2021,3,internal
2744,23,Hotel BD,Natal (RN),1,242.88,242.88,11/18/2021,1,internal
2754,23,Hotel AU,Recife (PE),2,312.83,625.66,01/27/2022,,external
2756,23,Hotel BP,Brasilia (DF),2,247.62,495.24,02/10/2022,1,external
2758,23,Hotel AU,Recife (PE),2,312.83,625.66,02/24/2022,,external
2761,23,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,03/17/2022,2,external
2762,23,Hotel AU,Recife (PE),4,312.83,1251.32,03/24/2022,3,internal
2767,23,Hotel BW,Campo Grande (MS),1,60.39,60.39,04/28/2022,2,internal
2769,23,Hotel A,Florianopolis (SC),3,313.02,939.06,05/12/2022,4,internal
2773,23,Hotel A,Florianopolis (SC),3,313.02,939.06,06/09/2022,2,internal
2775,23,Hotel AU,Recife (PE),3,312.83,938.49,06/23/2022,3,external
2779,24,Hotel K,Salvador (BH),2,263.41,526.82,10/03/2019,2,external
2781,24,Hotel Z,Aracaju (SE),4,208.04,832.16,10/17/2019,4,internal
2782,24,Hotel Z,Aracaju (SE),3,208.04,624.12,10/24/2019,2,external
2783,24,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,10/31/2019,2,external
2784,24,Hotel Z,Aracaju (SE),2,208.04,416.08,11/07/2019,4,external
2789,24,Hotel A,Florianopolis (SC),4,313.02,1252.08,12/12/2019,1,external
2791,24,Hotel BW,Campo Grande (MS),4,60.39,241.56,12/26/2019,4,external
2793,24,Hotel BD,Natal (RN),3,242.88,728.64,01/09/2020,3,internal
2796,24,Hotel BD,Natal (RN),3,242.88,728.64,01/30/2020,2,internal
2804,24,Hotel BW,Campo Grande (MS),3,60.39,181.17,03/26/2020,3,internal
2809,24,Hotel BP,Brasilia (DF),3,247.62,742.86,04/30/2020,4,internal
2822,25,Hotel BD,Natal (RN),3,242.88,728.64,10/17/2019,2,internal
2828,25,Hotel A,Florianopolis (SC),3,313.02,939.06,11/28/2019,4,external
2829,25,Hotel BW,Campo Grande (MS),3,60.39,181.17,12/05/2019,2,internal
2831,25,Hotel A,Florianopolis (SC),3,313.02,939.06,12/19/2019,4,internal
2845,25,Hotel BP,Brasilia (DF),2,247.62,495.24,03/26/2020,3,internal
2849,25,Hotel BP,Brasilia (DF),4,247.62,990.48,04/23/2020,1,external
2850,25,Hotel BP,Brasilia (DF),1,247.62,247.62,04/30/2020,4,internal
2851,25,Hotel Z,Aracaju (SE),2,208.04,416.08,05/07/2020,4,external
2853,25,Hotel BP,Brasilia (DF),4,247.62,990.48,05/21/2020,3,internal
2855,25,Hotel K,Salvador (BH),3,263.41,790.23,06/04/2020,3,internal
2858,25,Hotel BD,Natal (RN),1,242.88,242.88,06/25/2020,3,external
2859,25,Hotel AF,Sao Paulo (SP),3,139.1,417.3,07/02/2020,1,external
2863,25,Hotel A,Florianopolis (SC),2,313.02,626.04,07/30/2020,2,internal
2864,25,Hotel BW,Campo Grande (MS),3,60.39,181.17,08/06/2020,2,internal
2865,25,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,08/13/2020,4,external
2879,25,Hotel BW,Campo Grande (MS),3,60.39,181.17,11/19/2020,1,external
2883,25,Hotel K,Salvador (BH),3,263.41,790.23,12/17/2020,2,external
2884,25,Hotel BW,Campo Grande (MS),1,60.39,60.39,12/24/2020,4,internal
2888,25,Hotel BW,Campo Grande (MS),4,60.39,241.56,01/21/2021,3,external
2890,25,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,02/04/2021,4,external
2891,25,Hotel AF,Sao Paulo (SP),3,139.1,417.3,02/11/2021,,internal
2892,25,Hotel Z,Aracaju (SE),4,208.04,832.16,02/18/2021,,internal
2895,25,Hotel AF,Sao Paulo (SP),2,139.1,278.2,03/11/2021,,internal
2899,25,Hotel AF,Sao Paulo (SP),2,139.1,278.2,04/08/2021,1,external
2901,25,Hotel BD,Natal (RN),4,242.88,971.52,04/22/2021,1,internal
2902,25,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,04/29/2021,,internal
2907,25,Hotel AU,Recife (PE),1,312.83,312.83,06/03/2021,4,external
2912,26,Hotel K,Salvador (BH),2,263.41,526.82,09/26/2019,2,internal
2918,26,Hotel AU,Recife (PE),3,312.83,938.49,11/07/2019,3,external
2920,26,Hotel Z,Aracaju (SE),2,208.04,416.08,11/21/2019,2,internal
2921,26,Hotel AF,Sao Paulo (SP),2,139.1,278.2,11/28/2019,,external
2928,26,Hotel BP,Brasilia (DF),1,247.62,247.62,01/16/2020,3,internal
2929,26,Hotel BD,Natal (RN),1,242.88,242.88,01/23/2020,2,internal
2934,26,Hotel A,Florianopolis (SC),4,313.02,1252.08,02/27/2020,,external
2938,26,Hotel K,Salvador (BH),2,263.41,526.82,03/26/2020,1,external
2943,26,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,04/30/2020,4,external
2945,26,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,05/14/2020,1,external
2955,26,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,07/23/2020,2,internal
2956,26,Hotel BW,Campo Grande (MS),3,60.39,181.17,07/30/2020,,external
2957,26,Hotel K,Salvador (BH),2,263.41,526.82,08/06/2020,4,external
2962,26,Hotel Z,Aracaju (SE),2,208.04,416.08,09/10/2020,,internal
2964,26,Hotel AF,Sao Paulo (SP),3,139.1,417.3,09/24/2020,,external
2970,26,Hotel K,Salvador (BH),3,263.41,790.23,11/05/2020,,external
2972,26,Hotel BP,Brasilia (DF),4,247.62,990.48,11/19/2020,2,internal
2973,26,Hotel K,Salvador (BH),1,263.41,263.41,11/26/2020,4,external
2976,26,Hotel AU,Recife (PE),1,312.83,312.83,12/17/2020,,internal
2983,26,Hotel AF,Sao Paulo (SP),2,139.1,278.2,02/04/2021,2,external
2984,26,Hotel AF,Sao Paulo (SP),3,139.1,417.3,02/11/2021,,internal
2986,26,Hotel A,Florianopolis (SC),3,313.02,939.06,02/25/2021,,internal
2991,26,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,04/01/2021,2,external
2992,26,Hotel BW,Campo Grande (MS),4,60.39,241.56,04/08/2021,1,internal
2998,26,Hotel AF,Sao Paulo (SP),4,139.1,556.4,05/20/2021,,external
3000,26,Hotel BP,Brasilia (DF),1,247.62,247.62,06/03/2021,1,external
3002,26,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,06/17/2021,2,internal
3008,27,Hotel A,Florianopolis (SC),3,313.02,939.06,10/17/2019,2,internal
3011,27,Hotel BD,Natal (RN),3,242.88,728.64,11/07/2019,2,internal
3012,27,Hotel A,Florianopolis (SC),3,313.02,939.06,11/14/2019,3,external
3013,27,Hotel Z,Aracaju (SE),2,208.04,416.08,11/21/2019,3,internal
3014,27,Hotel AU,Recife (PE),3,312.83,938.49,11/28/2019,,internal
3016,27,Hotel BD,Natal (RN),1,242.88,242.88,12/12/2019,1,internal
3023,27,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,01/30/2020,3,external
3024,27,Hotel AF,Sao Paulo (SP),4,139.1,556.4,02/06/2020,1,internal
3026,27,Hotel AF,Sao Paulo (SP),2,139.1,278.2,02/20/2020,,external
3027,27,Hotel AU,Recife (PE),1,312.83,312.83,02/27/2020,4,internal
3030,27,Hotel BD,Natal (RN),1,242.88,242.88,03/19/2020,4,internal
3033,27,Hotel BP,Brasilia (DF),4,247.62,990.48,04/09/2020,,internal
3039,27,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,05/21/2020,,external
3040,27,Hotel AU,Recife (PE),4,312.83,1251.32,05/28/2020,3,internal
3056,27,Hotel BW,Campo Grande (MS),3,60.39,181.17,09/17/2020,3,internal
3060,27,Hotel AF,Sao Paulo (SP),3,139.1,417.3,10/15/2020,2,external
3062,27,Hotel BW,Campo Grande (MS),1,60.39,60.39,10/29/2020,4,internal
3066,27,Hotel Z,Aracaju (SE),3,208.04,624.12,11/26/2020,2,internal
3072,27,Hotel A,Florianopolis (SC),2,313.02,626.04,01/07/2021,1,internal
3074,27,Hotel K,Salvador (BH),3,263.41,790.23,01/21/2021,1,external
3076,27,Hotel BW,Campo Grande (MS),2,60.39,120.78,02/04/2021,1,internal
3077,27,Hotel A,Florianopolis (SC),3,313.02,939.06,02/11/2021,,internal
3079,27,Hotel AF,Sao Paulo (SP),3,139.1,417.3,02/25/2021,,external
3081,28,Hotel AF,Sao Paulo (SP),3,139.1,417.3,09/26/2019,1,external
3083,28,Hotel A,Florianopolis (SC),2,313.02,626.04,10/10/2019,2,internal
3085,28,Hotel BW,Campo Grande (MS),3,60.39,181.17,10/24/2019,,external
3086,28,Hotel AF,Sao Paulo (SP),1,139.1,139.1,10/31/2019,4,internal
3091,29,Hotel BP,Brasilia (DF),4,247.62,990.48,09/26/2019,,external
3092,29,Hotel BD,Natal (RN),2,242.88,485.76,10/03/2019,4,internal
3093,29,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,10/10/2019,2,internal
3100,29,Hotel A,Florianopolis (SC),2,313.02,626.04,11/28/2019,1,internal
3101,29,Hotel A,Florianopolis (SC),4,313.02,1252.08,12/05/2019,1,external
3103,29,Hotel AF,Sao Paulo (SP),1,139.1,139.1,12/19/2019,4,external
3122,30,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,10/31/2019,,external
3123,30,Hotel BD,Natal (RN),3,242.88,728.64,11/07/2019,1,internal
3125,30,Hotel AF,Sao Paulo (SP),4,139.1,556.4,11/21/2019,4,internal
3128,30,Hotel BD,Natal (RN),1,242.88,242.88,12/12/2019,1,internal
3129,31,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,09/26/2019,1,external
3131,31,Hotel BP,Brasilia (DF),4,247.62,990.48,10/10/2019,2,internal
3133,31,Hotel BW,Campo Grande (MS),3,60.39,181.17,10/24/2019,1,external
3135,31,Hotel BW,Campo Grande (MS),2,60.39,120.78,11/07/2019,4,external
3139,31,Hotel BW,Campo Grande (MS),1,60.39,60.39,12/05/2019,4,internal
3140,31,Hotel AF,Sao Paulo (SP),1,139.1,139.1,12/12/2019,,internal
3142,31,Hotel AU,Recife (PE),3,312.83,938.49,12/26/2019,3,internal
3144,31,Hotel Z,Aracaju (SE),3,208.04,624.12,01/09/2020,4,external
3147,31,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,01/30/2020,2,external
3150,31,Hotel Z,Aracaju (SE),4,208.04,832.16,02/20/2020,3,external
3151,31,Hotel BW,Campo Grande (MS),3,60.39,181.17,02/27/2020,4,external
3170,31,Hotel A,Florianopolis (SC),1,313.02,313.02,07/09/2020,,internal
3172,32,Hotel AU,Recife (PE),3,312.83,938.49,09/26/2019,,external
3175,32,Hotel BW,Campo Grande (MS),2,60.39,120.78,10/17/2019,2,internal
3181,32,Hotel A,Florianopolis (SC),4,313.02,1252.08,11/28/2019,,internal
3187,32,Hotel BW,Campo Grande (MS),1,60.39,60.39,01/09/2020,1,internal
3190,32,Hotel BP,Brasilia (DF),3,247.62,742.86,01/30/2020,,internal
3192,32,Hotel K,Salvador (BH),3,263.41,790.23,02/13/2020,,external
3206,32,Hotel A,Florianopolis (SC),1,313.02,313.02,05/21/2020,4,internal
3207,32,Hotel Z,Aracaju (SE),4,208.04,832.16,05/28/2020,3,internal
3212,32,Hotel BD,Natal (RN),3,242.88,728.64,07/02/2020,,external
3214,32,Hotel BD,Natal (RN),4,242.88,971.52,07/16/2020,1,internal
3216,32,Hotel AF,Sao Paulo (SP),1,139.1,139.1,07/30/2020,,internal
3219,32,Hotel BP,Brasilia (DF),4,247.62,990.48,08/20/2020,1,internal
3221,32,Hotel K,Salvador (BH),1,263.41,263.41,09/03/2020,4,external
3222,32,Hotel A,Florianopolis (SC),2,313.02,626.04,09/10/2020,4,internal
3224,32,Hotel K,Salvador (BH),1,263.41,263.41,09/24/2020,,internal
3227,32,Hotel BW,Campo Grande (MS),4,60.39,241.56,10/15/2020,3,external
3228,32,Hotel A,Florianopolis (SC),2,313.02,626.04,10/22/2020,,internal
3236,32,Hotel AF,Sao Paulo (SP),4,139.1,556.4,12/17/2020,2,internal
3238,32,Hotel BP,Brasilia (DF),3,247.62,742.86,12/31/2020,4,external
3242,32,Hotel K,Salvador (BH),4,263.41,1053.64,01/28/2021,1,internal
3246,32,Hotel BD,Natal (RN),3,242.88,728.64,02/25/2021,4,external
3248,32,Hotel AF,Sao Paulo (SP),1,139.1,139.1,03/11/2021,4,external
3264,32,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,07/01/2021,1,external
3269,32,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,08/05/2021,3,internal
3272,32,Hotel A,Florianopolis (SC),1,313.02,313.02,08/26/2021,2,external
3278,32,Hotel A,Florianopolis (SC),4,313.02,1252.08,10/07/2021,3,internal
3279,32,Hotel AF,Sao Paulo (SP),1,139.1,139.1,10/14/2021,3,external
3280,32,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,10/21/2021,3,internal
3288,32,Hotel Z,Aracaju (SE),2,208.04,416.08,12/16/2021,2,internal
3291,32,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,01/06/2022,1,external
3292,32,Hotel BW,Campo Grande (MS),2,60.39,120.78,01/13/2022,1,external
3297,32,Hotel AF,Sao Paulo (SP),1,139.1,139.1,02/17/2022,,internal
3300,32,Hotel AF,Sao Paulo (SP),1,139.1,139.1,03/10/2022,,external
3306,32,Hotel AF,Sao Paulo (SP),4,139.1,556.4,04/21/2022,1,internal
3309,32,Hotel AF,Sao Paulo (SP),1,139.1,139.1,05/12/2022,,internal
3312,32,Hotel A,Florianopolis (SC),2,313.02,626.04,06/02/2022,4,external
3313,32,Hotel AU,Recife (PE),3,312.83,938.49,06/09/2022,2,internal
3317,32,Hotel BD,Natal (RN),2,242.88,485.76,07/07/2022,1,internal
3320,32,Hotel K,Salvador (BH),4,263.41,1053.64,07/28/2022,3,external
3326,32,Hotel BD,Natal (RN),3,242.88,728.64,09/08/2022,1,external
3327,32,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,09/15/2022,,internal
3328,32,Hotel BW,Campo Grande (MS),1,60.39,60.39,09/22/2022,,external
3329,32,Hotel BP,Brasilia (DF),1,247.62,247.62,09/29/2022,4,external
3330,32,Hotel AF,Sao Paulo (SP),3,139.1,417.3,10/06/2022,3,internal
3331,32,Hotel BP,Brasilia (DF),4,247.62,990.48,10/13/2022,4,external
3333,32,Hotel Z,Aracaju (SE),3,208.04,624.12,10/27/2022,1,external
3337,32,Hotel AU,Recife (PE),4,312.83,1251.32,11/24/2022,3,external
3344,32,Hotel BD,Natal (RN),3,242.88,728.64,01/12/2023,2,internal
3345,32,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,01/19/2023,1,internal
3347,32,Hotel BD,Natal (RN),4,242.88,971.52,02/02/2023,,external
3349,32,Hotel A,Florianopolis (SC),1,313.02,313.02,02/16/2023,4,external
3350,32,Hotel BW,Campo Grande (MS),2,60.39,120.78,02/23/2023,3,internal
3355,32,Hotel A,Florianopolis (SC),4,313.02,1252.08,03/30/2023,1,internal
3360,34,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,09/26/2019,2,internal
3362,34,Hotel BP,Brasilia (DF),1,247.62,247.62,10/10/2019,1,internal
3366,34,Hotel Z,Aracaju (SE),2,208.04,416.08,11/07/2019,,external
3374,34,Hotel AU,Recife (PE),2,312.83,625.66,01/02/2020,4,internal
3377,34,Hotel K,Salvador (BH),2,263.41,526.82,01/23/2020,1,external
3379,34,Hotel BD,Natal (RN),1,242.88,242.88,02/06/2020,,external
3382,34,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,02/27/2020,,internal
3390,34,Hotel BD,Natal (RN),4,242.88,971.52,04/23/2020,1,internal
3391,34,Hotel K,Salvador (BH),2,263.41,526.82,04/30/2020,,internal
3392,34,Hotel AF,Sao Paulo (SP),2,139.1,278.2,05/07/2020,2,external
3396,34,Hotel AU,Recife (PE),2,312.83,625.66,06/04/2020,,external
3399,34,Hotel AU,Recife (PE),1,312.83,312.83,06/25/2020,,internal
3400,34,Hotel AU,Recife (PE),4,312.83,1251.32,07/02/2020,,internal
3408,34,Hotel A,Florianopolis (SC),3,313.02,939.06,08/27/2020,1,internal
3411,34,Hotel K,Salvador (BH),4,263.41,1053.64,09/17/2020,1,external
3413,34,Hotel K,Salvador (BH),1,263.41,263.41,10/01/2020,1,internal
3415,34,Hotel A,Florianopolis (SC),2,313.02,626.04,10/15/2020,,internal
3418,34,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,11/05/2020,1,external
3427,34,Hotel K,Salvador (BH),3,263.41,790.23,01/07/2021,4,internal
3429,34,Hotel BP,Brasilia (DF),3,247.62,742.86,01/21/2021,3,external
3435,34,Hotel AU,Recife (PE),3,312.83,938.49,03/04/2021,3,external
3441,34,Hotel BW,Campo Grande (MS),1,60.39,60.39,04/15/2021,3,external
3442,34,Hotel K,Salvador (BH),2,263.41,526.82,04/22/2021,,external
3444,34,Hotel A,Florianopolis (SC),4,313.02,1252.08,05/06/2021,3,external
3448,34,Hotel BP,Brasilia (DF),3,247.62,742.86,06/03/2021,1,external
3451,34,Hotel BW,Campo Grande (MS),1,60.39,60.39,06/24/2021,,internal
3455,34,Hotel BD,Natal (RN),3,242.88,728.64,07/22/2021,1,internal
3459,34,Hotel BD,Natal (RN),3,242.88,728.64,08/19/2021,2,internal
3467,34,Hotel BW,Campo Grande (MS),2,60.39,120.78,10/14/2021,2,external
3473,34,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,11/25/2021,4,internal
3474,34,Hotel Z,Aracaju (SE),1,208.04,208.04,12/02/2021,3,internal
3482,34,Hotel Z,Aracaju (SE),3,208.04,624.12,01/27/2022,2,external
3488,34,Hotel Z,Aracaju (SE),4,208.04,832.16,03/10/2022,3,internal
3491,34,Hotel AF,Sao Paulo (SP),4,139.1,556.4,03/31/2022,2,external
3495,34,Hotel K,Salvador (BH),2,263.41,526.82,04/28/2022,3,internal
3498,34,Hotel A,Florianopolis (SC),1,313.02,313.02,05/19/2022,1,external
3509,34,Hotel AF,Sao Paulo (SP),1,139.1,139.1,08/04/2022,4,external
3514,34,Hotel BW,Campo Grande (MS),1,60.39,60.39,09/08/2022,2,internal
3520,34,Hotel BD,Natal (RN),2,242.88,485.76,10/20/2022,2,internal
3525,35,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,10/24/2019,4,external
3526,35,Hotel AF,Sao Paulo (SP),4,139.1,556.4,10/31/2019,4,external
3534,35,Hotel BD,Natal (RN),2,242.88,485.76,12/26/2019,1,internal
3536,35,Hotel AF,Sao Paulo (SP),4,139.1,556.4,01/09/2020,1,external
3539,35,Hotel BD,Natal (RN),2,242.88,485.76,01/30/2020,,internal
3546,35,Hotel BP,Brasilia (DF),4,247.62,990.48,03/19/2020,2,internal
3548,35,Hotel BW,Campo Grande (MS),4,60.39,241.56,04/02/2020,,external
3552,35,Hotel Z,Aracaju (SE),4,208.04,832.16,04/30/2020,1,external
3555,35,Hotel BP,Brasilia (DF),1,247.62,247.62,05/21/2020,,internal
3560,35,Hotel BW,Campo Grande (MS),1,60.39,60.39,06/25/2020,1,external
3562,35,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,07/09/2020,2,external
3563,35,Hotel BW,Campo Grande (MS),2,60.39,120.78,07/16/2020,,internal
3570,36,Hotel AU,Recife (PE),3,312.83,938.49,10/17/2019,3,external
3574,36,Hotel AF,Sao Paulo (SP),3,139.1,417.3,11/14/2019,2,internal
3575,36,Hotel AF,Sao Paulo (SP),4,139.1,556.4,11/21/2019,4,internal
3577,36,Hotel Z,Aracaju (SE),1,208.04,208.04,12/05/2019,2,internal
3581,36,Hotel BW,Campo Grande (MS),4,60.39,241.56,01/02/2020,1,external
3583,36,Hotel A,Florianopolis (SC),1,313.02,313.02,01/16/2020,2,external
3584,36,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,01/23/2020,,internal
3586,36,Hotel AU,Recife (PE),4,312.83,1251.32,02/06/2020,4,external
3587,36,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,02/13/2020,2,internal
3589,36,Hotel BD,Natal (RN),1,242.88,242.88,02/27/2020,3,internal
3590,36,Hotel BD,Natal (RN),1,242.88,242.88,03/05/2020,3,external
3591,36,Hotel BW,Campo Grande (MS),4,60.39,241.56,03/12/2020,4,internal
3595,36,Hotel BP,Brasilia (DF),2,247.62,495.24,04/09/2020,1,external
3596,36,Hotel A,Florianopolis (SC),3,313.02,939.06,04/16/2020,3,internal
3597,36,Hotel Z,Aracaju (SE),4,208.04,832.16,04/23/2020,3,external
3602,36,Hotel Z,Aracaju (SE),4,208.04,832.16,05/28/2020,4,external
3603,36,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,06/04/2020,,external
3608,36,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,07/09/2020,2,external
3610,36,Hotel A,Florianopolis (SC),4,313.02,1252.08,07/23/2020,4,internal
3611,36,Hotel BW,Campo Grande (MS),2,60.39,120.78,07/30/2020,2,external
3619,36,Hotel BP,Brasilia (DF),2,247.62,495.24,09/24/2020,1,internal
3620,36,Hotel BW,Campo Grande (MS),4,60.39,241.56,10/01/2020,3,external
3622,36,Hotel AF,Sao Paulo (SP),3,139.1,417.3,10/15/2020,1,internal
3623,36,Hotel BW,Campo Grande (MS),1,60.39,60.39,10/22/2020,1,external
3625,36,Hotel AU,Recife (PE),1,312.83,312.83,11/05/2020,3,external
3626,36,Hotel BW,Campo Grande (MS),4,60.39,241.56,11/12/2020,2,internal
3631,36,Hotel BD,Natal (RN),3,242.88,728.64,12/17/2020,1,external
3638,36,Hotel Z,Aracaju (SE),3,208.04,624.12,02/04/2021,4,internal
3643,37,Hotel BW,Campo Grande (MS),3,60.39,181.17,10/03/2019,,external
3650,37,Hotel Z,Aracaju (SE),1,208.04,208.04,11/21/2019,2,internal
3651,37,Hotel K,Salvador (BH),4,263.41,1053.64,11/28/2019,3,internal
3658,38,Hotel BD,Natal (RN),3,242.88,728.64,10/10/2019,3,external
3659,38,Hotel BW,Campo Grande (MS),2,60.39,120.78,10/17/2019,1,external
3660,38,Hotel A,Florianopolis (SC),2,313.02,626.04,10/24/2019,2,internal
3668,38,Hotel K,Salvador (BH),2,263.41,526.82,12/19/2019,2,internal
3682,38,Hotel K,Salvador (BH),3,263.41,790.23,03/26/2020,3,internal
3683,38,Hotel BP,Brasilia (DF),3,247.62,742.86,04/02/2020,4,internal
3688,38,Hotel AU,Recife (PE),3,312.83,938.49,05/07/2020,3,internal
3689,38,Hotel A,Florianopolis (SC),2,313.02,626.04,05/14/2020,,internal
3693,38,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,06/11/2020,4,internal
